id,modify_timestamp,database_name,orig_id,orig_table,type,value1,value2,value3,value4,value5,value6,value7,date_value,client,env,create_timestamp,entry_timestamp,updated_timestamp
13263,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Success,20:00:41,200041,2016-02-08,1,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2016-02-09 07:02:31.323000000,2016-02-09 07:02:31.323000000
13264,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Success,09:50:25,95025,2016-02-02,2,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2016-02-02 18:00:37.950000000,2016-02-02 18:00:37.950000000
13265,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Success,08:46:08,84608,2016-01-29,3,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2016-01-30 09:00:47.550000000,2016-01-30 09:00:47.550000000
13266,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Failed,00:00:48,48,2016-01-12,4,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2016-01-12 16:00:25.167000000,2016-01-12 16:00:25.167000000
13267,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Failed,55:13:16,551316,2016-01-12,5,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2016-01-15 07:01:17.177000000,2016-01-15 07:01:17.177000000
13268,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Failed,08:30:40,83040,2016-01-11,6,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2016-01-12 08:00:32.750000000,2016-01-12 08:00:32.750000000
13269,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Cancelled,00:01:02,102,2016-01-07,7,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2016-01-07 13:00:16.200000000,2016-01-07 13:00:16.200000000
13270,2016-02-11 10:08:12.240000000,ACP Nightly Job QA,,job duration history,Failed,00:40:57,4057,2015-12-01,8,,,,,ACP,QA,2016-02-11 10:08:12.240000000,2015-12-01 15:00:25.053000000,2015-12-15 13:53:28.100000000
13271,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,03:24:09,32409,2016-02-10,1,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-11 07:01:36.727000000,2016-02-11 07:01:36.727000000
13272,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,04:26:53,42653,2016-02-09,2,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-10 07:01:20.433000000,2016-02-10 07:01:20.433000000
13273,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,03:31:01,33101,2016-02-08,3,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-09 07:02:31.323000000,2016-02-09 07:02:31.323000000
13274,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,02:46:53,24653,2016-02-08,4,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-08 07:00:45.367000000,2016-02-08 07:00:45.367000000
13275,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,03:49:51,34951,2016-02-07,5,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-07 07:01:10.363000000,2016-02-07 07:01:10.363000000
13276,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,15:10:35,151035,2016-02-06,6,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-06 17:00:59.367000000,2016-02-06 17:00:59.367000000
13277,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,02:49:25,24925,2016-02-05,7,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-05 20:00:18.103000000,2016-02-05 20:00:18.103000000
13278,2016-02-11 10:08:12.240000000,AHP Nightly Job PRD,,job duration history,Success,03:51:33,35133,2016-02-05,8,,,,,AHP,PRD,2016-02-11 10:08:12.240000000,2016-02-05 07:01:58.920000000,2016-02-05 07:01:58.920000000
13279,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Failed,04:03:26,40326,2016-02-09,1,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-10 07:01:20.433000000,2016-02-10 07:01:20.433000000
13280,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Failed,06:36:39,63639,2016-02-08,2,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-08 09:00:25.033000000,2016-02-08 09:00:25.033000000
13281,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Failed,07:25:12,72512,2016-02-08,3,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-09 07:02:31.323000000,2016-02-09 07:02:31.323000000
13282,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Failed,10:04:49,100449,2016-02-05,4,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-05 13:00:34.600000000,2016-02-05 13:00:34.600000000
13283,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Failed,01:50:11,15011,2016-02-04,5,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-04 07:01:51.923000000,2016-02-04 07:01:51.923000000
13284,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Cancelled,06:45:58,64558,2016-02-03,6,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-03 09:01:06.307000000,2016-02-03 09:01:06.307000000
13285,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Failed,10:56:54,105654,2016-02-02,7,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-02 13:00:37.170000000,2016-02-02 13:00:37.170000000
13286,2016-02-11 10:08:12.240000000,AHP Nightly Job QA,,job duration history,Failed,10:38:39,103839,2016-02-01,8,,,,,AHP,QA,2016-02-11 10:08:12.240000000,2016-02-01 13:00:50.563000000,2016-02-01 13:00:50.563000000
13287,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Cancelled,00:01:46,146,2016-02-10,1,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 12:01:01.170000000,2016-02-10 12:01:01.170000000
13288,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Cancelled,00:05:14,514,2016-02-10,2,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 14:00:40.183000000,2016-02-10 14:00:40.183000000
13289,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Cancelled,00:06:15,615,2016-02-10,3,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 12:01:01.170000000,2016-02-10 12:01:01.170000000
13290,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Cancelled,00:11:58,1158,2016-02-10,4,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 12:01:01.170000000,2016-02-10 12:01:01.170000000
13291,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Cancelled,00:18:20,1820,2016-02-10,5,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 12:01:01.170000000,2016-02-10 12:01:01.170000000
13292,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Cancelled,00:39:38,3938,2016-02-10,6,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 12:01:01.170000000,2016-02-10 12:01:01.170000000
13293,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Failed,00:01:20,120,2016-02-10,7,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 15:01:10.177000000,2016-02-10 15:01:10.177000000
13294,2016-02-11 10:08:12.240000000,ARCAS Nightly Job DEV,,job duration history,Success,00:01:52,152,2016-02-10,8,,,,,ARCAS,DEV,2016-02-11 10:08:12.240000000,2016-02-10 14:00:40.183000000,2016-02-10 14:00:40.183000000
13295,2016-02-11 10:08:12.240000000,AXBRO Nightly Job QA,,job duration history,Failed,00:55:05,5505,2016-01-19,1,,,,,AXBRO,QA,2016-02-11 10:08:12.240000000,2016-01-19 17:01:39.043000000,2016-01-19 17:01:39.043000000
13296,2016-02-11 10:08:12.240000000,AXBRO Nightly Job QA,,job duration history,Success,00:39:27,3927,2015-09-02,2,,,,,AXBRO,QA,2016-02-11 10:08:12.240000000,2015-09-03 12:01:32,2015-12-15 13:53:28.100000000
13297,2016-02-11 10:08:12.240000000,AXBRO Nightly Job QA,,job duration history,Success,01:45:37,14537,2015-08-12,3,,,,,AXBRO,QA,2016-02-11 10:08:12.240000000,2015-08-13 12:01:44,2015-12-15 13:53:28.100000000
13298,2016-02-11 10:08:12.240000000,AXBRO Nightly Job QA,,job duration history,Success,01:02:28,10228,2015-08-10,4,,,,,AXBRO,QA,2016-02-11 10:08:12.240000000,2015-08-11 12:01:50,2015-12-15 13:53:28.100000000
13299,2016-02-11 10:08:12.240000000,AXBRO Nightly Job UAT,,job duration history,Success,00:29:39,2939,2016-02-01,1,,,,,AXBRO,UAT,2016-02-11 10:08:12.240000000,2016-02-01 18:01:02.050000000,2016-02-01 18:01:02.050000000
13300,2016-02-11 10:08:12.240000000,AXBRO Nightly Job UAT,,job duration history,Failed,05:52:17,55217,2016-02-01,2,,,,,AXBRO,UAT,2016-02-11 10:08:12.240000000,2016-02-01 16:00:45.537000000,2016-02-01 16:00:45.537000000
13301,2016-02-11 10:08:12.240000000,AXBRO Nightly Job UAT,,job duration history,Failed,24:56:56,245656,2016-01-21,3,,,,,AXBRO,UAT,2016-02-11 10:08:12.240000000,2016-01-22 12:00:42.920000000,2016-01-22 12:00:42.920000000
13302,2016-02-11 10:08:12.240000000,AXBRO Nightly Job UAT,,job duration history,Success,00:44:18,4418,2015-12-07,4,,,,,AXBRO,UAT,2016-02-11 10:08:12.240000000,2015-12-07 13:00:17.067000000,2015-12-15 13:53:28.100000000
13450,2016-02-11 10:08:12.240000000,STW Nightly Job QA,,job duration history,Cancelled,00:02:05,205,2016-02-10,1,,,,,STW,QA,2016-02-11 10:08:12.240000000,2016-02-10 11:00:32.297000000,2016-02-10 11:00:32.297000000
13451,2016-02-11 10:08:12.240000000,STW Nightly Job QA,,job duration history,Failed,07:52:11,75211,2016-02-10,2,,,,,STW,QA,2016-02-11 10:08:12.240000000,2016-02-10 19:00:16.277000000,2016-02-10 19:00:16.277000000
13452,2016-02-11 10:08:12.240000000,STW Nightly Job QA,,job duration history,Failed,18:19:22,181922,2016-01-28,3,,,,,STW,QA,2016-02-11 10:08:12.240000000,2016-01-29 08:00:45.767000000,2016-01-29 08:00:45.767000000
13453,2016-02-11 10:08:12.240000000,STW Nightly Job QA,,job duration history,Failed,12:36:54,123654,2016-01-25,4,,,,,STW,QA,2016-02-11 10:08:12.240000000,2016-01-26 07:01:43.340000000,2016-01-26 07:01:43.340000000
13454,2016-02-11 10:08:12.240000000,STW Nightly Job QA,,job duration history,Cancelled,66:53:23,665323,2016-01-22,5,,,,,STW,QA,2016-02-11 10:08:12.240000000,2016-01-25 13:02:11.940000000,2016-01-25 13:02:11.940000000
13455,2016-02-11 10:08:12.240000000,STW Nightly Job QA,,job duration history,Cancelled,18:31:49,183149,2016-01-21,6,,,,,STW,QA,2016-02-11 10:08:12.240000000,2016-01-23 11:03:04.147000000,2016-01-23 11:03:04.147000000
13456,2016-02-11 10:08:12.240000000,UCF Nightly Job DEV,,job duration history,Failed,00:40:54,4054,2016-02-10,1,,,,,UCF,DEV,2016-02-11 10:08:12.240000000,2016-02-10 12:01:01.170000000,2016-02-10 12:01:01.170000000
13045,2015-03-06 15:06:11.763000000,FDLS_WAREHOUSE_DEV,4,dbo.config,coreRevision,v4.5.5-rc.1,Source control revision for core repository,2,,,,,2015-03-06 15:06:11.763000000,FDLS,DEV,2015-03-06 15:06:11.763000000,2015-08-06 10:40:25.290000000,2016-02-11 10:08:12.073000000
13046,2015-07-20 15:47:16.113000000,FDLS_WAREHOUSE_DEV,3,dbo.config,ScmRevision,5a284a7fe0fa11c79dce3c7fb3375b85bf5df780,The build version (ie. 4791),,,,,,2015-07-20 15:47:16.113000000,FDLS,DEV,2015-07-20 15:47:16.113000000,2015-08-06 10:40:25.290000000,2016-02-11 10:08:12.073000000
13047,2016-02-09 12:45:43.780000000,XCLS_WAREHOUSE_UAT,3,dbo.config,ScmRevision,0399ac93c6f7aa13ee85671783f286dbd7643ddc,Client Repository SHA commit,,,,,,2016-02-09 12:45:43.780000000,XCLS,UAT,2016-02-09 12:45:43.780000000,2016-02-11 10:06:19.130000000,2016-02-11 10:08:12.073000000
13048,2016-01-18 17:03:46.187000000,XCLS_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2016-01-18 17:03:46.187000000,XCLS,UAT,2016-01-18 17:03:46.187000000,2016-02-11 10:06:19.130000000,2016-02-11 10:08:12.073000000
13049,2016-02-11 09:09:45.290000000,XCLS_WAREHOUSE_QA,3,dbo.config,ScmRevision,5fbdb7b01fac3ff5cbfbe09f9bb48a2fdbbb2587,Client Repository SHA commit,,,,,,2016-02-11 09:09:45.290000000,XCLS,QA,2016-02-11 09:09:45.290000000,2016-02-11 10:06:21.837000000,2016-02-11 10:08:12.073000000
13050,2015-12-11 16:26:18.483000000,XCLS_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2015-12-11 16:26:18.483000000,XCLS,QA,2015-12-11 16:26:18.483000000,2016-02-11 10:06:21.837000000,2016-02-11 10:08:12.073000000
13051,2016-01-21 17:22:23.263000000,XCLS_WAREHOUSE_PRD,3,dbo.config,ScmRevision,fb7be11de3445c54f21b63538d0b7681e57fefb0,Client Repository SHA commit,,,,,,2016-01-21 17:22:23.263000000,XCLS,PRD,2016-01-21 17:22:23.263000000,2016-02-11 10:06:21.997000000,2016-02-11 10:08:12.073000000
13052,2015-12-18 17:25:17.343000000,XCLS_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2015-12-18 17:25:17.343000000,XCLS,PRD,2015-12-18 17:25:17.343000000,2016-02-11 10:06:21.997000000,2016-02-11 10:08:12.073000000
13053,2016-02-03 19:12:35.187000000,XCLS_WAREHOUSE_DEV,3,dbo.config,ScmRevision,ab455b3865e6f23cb0969552b8b2f24308eeb5bd,Client Repository SHA commit,,,,,,2016-02-03 19:12:35.187000000,XCLS,DEV,2016-02-03 19:12:35.187000000,2016-02-11 10:06:24.090000000,2016-02-11 10:08:12.073000000
13054,2016-02-03 19:02:47.947000000,XCLS_WAREHOUSE_DEV,4,dbo.config,coreRevision,v4.9.6,Branch name (tag) for core repository,15,,,,,2016-02-03 19:02:47.947000000,XCLS,DEV,2016-02-03 19:02:47.947000000,2016-02-11 10:06:24.090000000,2016-02-11 10:08:12.073000000
13055,2016-02-01 21:10:55.880000000,VCA_WAREHOUSE_UAT,3,dbo.config,ScmRevision,b4f25214d52fb3c532629684f9a84f6525a91f53,Client Repository SHA commit,,,,,,2016-02-01 21:10:55.880000000,VCA,UAT,2016-02-01 21:10:55.880000000,2016-02-11 10:06:26.517000000,2016-02-11 10:08:12.073000000
13056,2015-12-01 12:49:37.590000000,VCA_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.9.0-rc.3,Branch name (tag) for core repository,9,,,,,2015-12-01 12:49:37.590000000,VCA,UAT,2015-12-01 12:49:37.590000000,2016-02-11 10:06:26.517000000,2016-02-11 10:08:12.073000000
13057,2016-02-04 11:15:14.380000000,VCA_WAREHOUSE_QA,3,dbo.config,ScmRevision,2c51b42fd80299378533d0c1c90be25531232f72,Client Repository SHA commit,,,,,,2016-02-04 11:15:14.380000000,VCA,QA,2016-02-04 11:15:14.380000000,2016-02-11 10:06:28.340000000,2016-02-11 10:08:12.073000000
13058,2015-12-09 12:03:41.477000000,VCA_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2015-12-09 12:03:41.477000000,VCA,QA,2015-12-09 12:03:41.477000000,2016-02-11 10:06:28.340000000,2016-02-11 10:08:12.073000000
13059,2016-02-04 19:01:25.660000000,VCA_WAREHOUSE_PRD,3,dbo.config,ScmRevision,2c51b42fd80299378533d0c1c90be25531232f72,Client Repository SHA commit,,,,,,2016-02-04 19:01:25.660000000,VCA,PRD,2016-02-04 19:01:25.660000000,2016-02-11 10:06:28.453000000,2016-02-11 10:08:12.073000000
13060,2015-12-10 11:21:02.287000000,VCA_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2015-12-10 11:21:02.287000000,VCA,PRD,2015-12-10 11:21:02.287000000,2016-02-11 10:06:28.453000000,2016-02-11 10:08:12.073000000
13061,2016-01-27 19:10:14.810000000,VCA_WAREHOUSE_DEV,3,dbo.config,ScmRevision,1b056c66305b3ab891006b3c93db5f2b75715809,Client Repository SHA commit,,,,,,2016-01-27 19:10:14.810000000,VCA,DEV,2016-01-27 19:10:14.810000000,2016-02-11 10:06:30.627000000,2016-02-11 10:08:12.073000000
13062,2015-11-12 17:50:54.320000000,VCA_WAREHOUSE_DEV,4,dbo.config,coreRevision,v4.9.0-rc.3,Branch name (tag) for core repository,9,,,,,2015-11-12 17:50:54.320000000,VCA,DEV,2015-11-12 17:50:54.320000000,2016-02-11 10:06:30.627000000,2016-02-11 10:08:12.073000000
13063,2016-02-09 16:15:59.180000000,UCF_WAREHOUSE_UAT,3,dbo.config,ScmRevision,d9c3dc5b28971f6a22b977165d374df4a720197c,Client Repository SHA commit,,,,,,2016-02-09 16:15:59.180000000,UCF,UAT,2016-02-09 16:15:59.180000000,2016-02-11 10:06:33.120000000,2016-02-11 10:08:12.073000000
13064,2015-12-18 13:49:39.700000000,UCF_WAREHOUSE_UAT,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2015-12-18 13:49:39.700000000,UCF,UAT,2015-12-18 13:49:39.700000000,2016-02-11 10:06:33.120000000,2016-02-11 10:08:12.073000000
13065,2016-02-08 15:21:36.490000000,UCF_WAREHOUSE_QA,3,dbo.config,ScmRevision,d9c3dc5b28971f6a22b977165d374df4a720197c,Client Repository SHA commit,,,,,,2016-02-08 15:21:36.490000000,UCF,QA,2016-02-08 15:21:36.490000000,2016-02-11 10:06:35.757000000,2016-02-11 10:08:12.073000000
13066,2016-01-08 15:45:39.463000000,UCF_WAREHOUSE_QA,4,dbo.config,coreRevision,v4.9.2,Branch name (tag) for core repository,12,,,,,2016-01-08 15:45:39.463000000,UCF,QA,2016-01-08 15:45:39.463000000,2016-02-11 10:06:35.757000000,2016-02-11 10:08:12.073000000
13067,2016-01-14 17:30:22.440000000,UCF_WAREHOUSE_PRD,3,dbo.config,ScmRevision,3f31c0c760ef63e8742a446cea91c9ce873279d4,Client Repository SHA commit,,,,,,2016-01-14 17:30:22.440000000,UCF,PRD,2016-01-14 17:30:22.440000000,2016-02-11 10:06:35.880000000,2016-02-11 10:08:12.073000000
13068,2015-12-18 16:48:59.587000000,UCF_WAREHOUSE_PRD,4,dbo.config,coreRevision,v4.9.1,Branch name (tag) for core repository,11,,,,,2015-12-18 16:48:59.587000000,UCF,PRD,2015-12-18 16:48:59.587000000,2016-02-11 10:06:35.880000000,2016-02-11 10:08:12.073000000
13069,2016-01-05 12:47:06.607000000,UCF_WAREHOUSE_DEV,3,dbo.config,ScmRevision,ad5f793909205618dfcfaa4847da49541c23e63a,Client Repository SHA commit,,,,,,2016-01-05 12:47:06.607000000,UCF,DEV,2016-01-05 12:47:06.607000000,2016-02-11 10:06:37.980000000,2016-02-11 10:08:12.073000000
13457,2016-02-11 10:08:12.240000000,UCF Nightly Job DEV,,job duration history,Failed,01:10:11,11011,2016-02-09,2,,,,,UCF,DEV,2016-02-11 10:08:12.240000000,2016-02-09 17:00:39.470000000,2016-02-09 17:00:39.470000000
13458,2016-02-11 10:08:12.240000000,UCF Nightly Job DEV,,job duration history,Failed,01:31:55,13155,2016-02-05,3,,,,,UCF,DEV,2016-02-11 10:08:12.240000000,2016-02-05 14:00:28.777000000,2016-02-05 14:00:28.777000000
13459,2016-02-11 10:08:12.240000000,LHCQF Nightly Job QA,,job duration history,Failed,04:23:42,42342,2016-01-12,6,,,,,LHCQF,QA,2016-02-11 10:08:12.240000000,2016-01-12 09:00:25.993000000,2016-01-12 09:00:25.993000000
13460,2016-02-11 10:08:12.240000000,LHCQF Nightly Job QA,,job duration history,Failed,06:08:30,60830,2016-01-11,7,,,,,LHCQF,QA,2016-02-11 10:08:12.240000000,2016-01-11 10:45:42.757000000,2016-01-11 10:45:42.757000000
13461,2016-02-11 10:08:12.240000000,LHCQF Nightly Job QA,,job duration history,Failed,05:11:10,51110,2016-01-10,8,,,,,LHCQF,QA,2016-02-11 10:08:12.240000000,2016-01-10 10:01:36.383000000,2016-01-10 10:01:36.383000000
13462,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,07:16:19,71619,2016-02-11,1,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-11 09:01:47.557000000,2016-02-11 09:01:47.557000000
13463,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,06:51:36,65136,2016-02-10,2,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-10 08:00:52.377000000,2016-02-10 08:00:52.377000000
13464,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,07:01:26,70126,2016-02-09,3,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-09 09:01:32.470000000,2016-02-09 09:01:32.470000000
13465,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,06:33:52,63352,2016-02-08,4,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-08 08:00:51.310000000,2016-02-08 08:00:51.310000000
13466,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,07:41:20,74120,2016-02-07,5,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-07 09:00:18.200000000,2016-02-07 09:00:18.200000000
13467,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,07:49:14,74914,2016-02-06,6,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-06 11:01:14.810000000,2016-02-06 11:01:14.810000000
13468,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,09:47:32,94732,2016-02-05,7,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-05 11:00:58.280000000,2016-02-05 11:00:58.280000000
13469,2016-02-11 10:08:12.240000000,SLVTN Nightly Job PRD,,job duration history,Success,06:27:31,62731,2016-02-04,8,,,,,SLVTN,PRD,2016-02-11 10:08:12.240000000,2016-02-04 08:00:30.470000000,2016-02-04 08:00:30.470000000
13470,2016-02-11 10:08:12.240000000,SLVTN Nightly Job QA,,job duration history,Failed,04:36:29,43629,2016-02-10,1,,,,,SLVTN,QA,2016-02-11 10:08:12.240000000,2016-02-11 07:01:36.727000000,2016-02-11 07:01:36.727000000
13645,2016-02-11 10:08:18.240000000,AXBRO_WAREHOUSE_QA,,backup,,1,3,,,,,,2016-01-20 10:34:57,AXBRO,QA,2016-02-11 10:08:18.240000000,2016-01-20 11:00:16.750000000,2016-01-20 11:00:16.750000000
13646,2016-02-11 10:08:18.240000000,AXBRO_WAREHOUSE_UAT,,backup,,1,3,,,,,,2016-02-01 17:32:10,AXBRO,UAT,2016-02-11 10:08:18.240000000,2016-02-01 18:00:55.540000000,2016-02-01 18:00:55.540000000
13647,2016-02-11 10:08:18.240000000,BIDCO_WAREHOUSE_PRD,,backup,,1,1,,,,,,2016-02-10 13:56:48,BIDCO,PRD,2016-02-11 10:08:18.240000000,2016-02-10 15:01:01.053000000,2016-02-10 15:01:01.053000000
13648,2016-02-11 10:08:18.240000000,BIDCO_WAREHOUSE_QA,,backup,,1,3,,,,,,2015-11-25 14:42:06,BIDCO,QA,2016-02-11 10:08:18.240000000,2016-01-18 17:00:53.767000000,2016-01-18 17:00:53.767000000
13649,2016-02-11 10:08:18.240000000,CCCN_WAREHOUSE_DEV,,backup,,1,2,,,,,,2016-02-03 17:00:41,CCCN,DEV,2016-02-11 10:08:18.240000000,2016-02-03 18:00:19.460000000,2016-02-03 18:00:19.460000000
13650,2016-02-11 10:08:18.240000000,CCCN_WAREHOUSE_PRD,,backup,,1,1,,,,,,2016-02-11 00:58:51,CCCN,PRD,2016-02-11 10:08:18.240000000,2016-02-11 07:01:12.777000000,2016-02-11 07:01:12.777000000
13651,2016-02-11 10:08:18.240000000,CCCN_WAREHOUSE_QA,,backup,,1,1,,,,,,2016-02-10 21:02:17,CCCN,QA,2016-02-11 10:08:18.240000000,2016-02-11 07:01:11.187000000,2016-02-11 07:01:11.187000000
